rank,start_date,end_date,duration_days,peak_date,peak_k0001,peak_k001,peak_k01,peak_omega,components_json
423,0926-11-10T12:00:00Z,0926-11-16T12:00:00Z,7,0926-11-15T12:00:00Z,0,1,2,1.827200174331665,"[{""component_p"":0.0002013905468629673,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007391978986561298,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
424,0282-06-18T12:00:00Z,0282-06-22T12:00:00Z,5,0282-06-20T12:00:00Z,0,1,2,1.8239301443099976,"[{""component_p"":0.0008407041314058006,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0017841309309005737,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]}]"
425,0599-04-17T12:00:00Z,0599-04-18T12:00:00Z,2,0599-04-18T12:00:00Z,0,1,2,1.82246994972229,"[{""component_p"":0.0004122423706576228,""best_module_id"":""m028"",""best_module_label"":""Venus/Jupiter to Neptune/Mars fork"",""families"":[""f08_1775_apr19""],""module_ids"":[""m028""],""bodies"":[""Venus"",""Jupiter"",""Neptune"",""Mars""]},{""component_p"":0.003650710452347994,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
426,1713-01-23T12:00:00Z,1713-01-25T12:00:00Z,3,1713-01-24T12:00:00Z,0,1,2,1.8190383911132812,"[{""component_p"":0.0004257585387676954,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0035628555342555046,""best_module_id"":""m050"",""best_module_label"":""Mercury\u2013Jupiter\u2013Venus 20/20/40 planet rail"",""families"":[""f13_1947_nov29""],""module_ids"":[""m050""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
427,0803-04-03T12:00:00Z,0803-04-04T12:00:00Z,2,0803-04-04T12:00:00Z,0,1,2,1.81620454788208,"[{""component_p"":0.000389264925615862,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.003922384697943926,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
428,1021-12-05T12:00:00Z,1021-12-21T12:00:00Z,17,1021-12-15T12:00:00Z,0,1,2,1.8150296211242676,"[{""component_p"":0.0004933392629027367,""best_module_id"":""m017"",""best_module_label"":""Jupiter\u2013Venus\u2013Mercury\u2013Mars 0/30/60/90 ladder"",""families"":[""f06_2025_sep10""],""module_ids"":[""m017""],""bodies"":[""Jupiter"",""Venus"",""Mercury"",""Mars""]},{""component_p"":0.0031033065170049667,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
429,1366-05-22T12:00:00Z,1366-05-25T12:00:00Z,4,1366-05-24T12:00:00Z,0,1,2,1.8123750686645508,"[{""component_p"":0.0007109491853043437,""best_module_id"":""m027"",""best_module_label"":""Mercury\u2013Uranus\u2013Saturn 60+120=180"",""families"":[""f08_1775_apr19""],""module_ids"":[""m027""],""bodies"":[""Mercury"",""Uranus"",""Saturn""]},{""component_p"":0.0021666379179805517,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
430,0034-02-03T12:00:00Z,0034-02-05T12:00:00Z,3,0034-02-04T12:00:00Z,0,1,2,1.8102643489837646,"[{""component_p"":0.000564974790904671,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0027397223748266697,""best_module_id"":""m040"",""best_module_label"":""Mars/Neptune opposite Jupiter/Uranus bundle"",""families"":[""f11_1913_dec23""],""module_ids"":[""m040""],""bodies"":[""Mars"",""Neptune"",""Jupiter"",""Uranus""]}]"
431,0934-08-21T12:00:00Z,0934-08-22T12:00:00Z,2,0934-08-21T12:00:00Z,0,1,2,1.808846354484558,"[{""component_p"":0.0004041327047161758,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.003842639736831188,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
432,1081-08-02T12:00:00Z,1081-08-04T12:00:00Z,3,1081-08-03T12:00:00Z,0,1,2,1.8071112632751465,"[{""component_p"":0.00018787439330480993,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.008298912085592747,""best_module_id"":""m044"",""best_module_label"":""Uranus\u2013Mercury/Venus\u2013Mars routing module"",""families"":[""f12_1929_oct24""],""module_ids"":[""m044""],""bodies"":[""Uranus"",""Mercury"",""Venus"",""Mars""]}]"
433,1932-07-02T12:00:00Z,1932-07-04T12:00:00Z,3,1932-07-03T12:00:00Z,0,1,2,1.8058860301971436,"[{""component_p"":0.0002581583394203335,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.0060565839521586895,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
434,0970-11-17T12:00:00Z,0970-11-23T12:00:00Z,7,0970-11-17T12:00:00Z,0,1,2,1.8058654069900513,"[{""component_p"":0.0006163361249491572,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]},{""component_p"":0.002536980202421546,""best_module_id"":""m054"",""best_module_label"":""Neptune\u2013Uranus\u2013Venus\u2013Mercury nested rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m054""],""bodies"":[""Neptune"",""Uranus"",""Venus"",""Mercury""]}]"
435,0650-12-26T12:00:00Z,0651-01-06T12:00:00Z,12,0650-12-29T12:00:00Z,0,1,2,1.8017263412475586,"[{""component_p"":0.0002189615333918482,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28"",""f07_2008_sep15""],""module_ids"":[""m008"",""m021""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007209511008113623,""best_module_id"":""m070"",""best_module_label"":""Neptune\u2013Uranus/Venus double-node bridge"",""families"":[""f16_2020_mar11""],""module_ids"":[""m070""],""bodies"":[""Neptune"",""Uranus"",""Venus""]}]"
436,1984-06-03T12:00:00Z,1984-06-05T12:00:00Z,3,1984-06-04T12:00:00Z,0,1,2,1.8001551628112793,"[{""component_p"":0.00048658117884770036,""best_module_id"":""m048"",""best_module_label"":""Pluto\u2013Saturn\u2013Mars midpoint"",""families"":[""f13_1947_nov29""],""module_ids"":[""m048""],""bodies"":[""Pluto"",""Saturn"",""Mars""]},{""component_p"":0.003256038995459676,""best_module_id"":""m031"",""best_module_label"":""Venus\u2013Uranus opposition gate"",""families"":[""f09_1914_jun28""],""module_ids"":[""m031""],""bodies"":[""Venus"",""Uranus""]}]"
437,1444-11-09T12:00:00Z,1444-11-09T12:00:00Z,1,1444-11-09T12:00:00Z,0,1,2,1.7998497486114502,"[{""component_p"":0.0002297744358656928,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.006899991538375616,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
438,0306-05-05T12:00:00Z,0306-05-13T12:00:00Z,9,0306-05-12T12:00:00Z,0,1,2,1.7913250923156738,"[{""component_p"":0.00022842282487545162,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.007078404538333416,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]}]"
439,1689-03-28T12:00:00Z,1689-03-30T12:00:00Z,3,1689-03-29T12:00:00Z,0,1,2,1.7901465892791748,"[{""component_p"":0.0008623299654573202,""best_module_id"":""m001"",""best_module_label"":""Saturn\u2013Mars\u2013Jupiter\u2013Mercury lattice"",""families"":[""f01_2026_sep01""],""module_ids"":[""m001""],""bodies"":[""Saturn"",""Mars"",""Jupiter"",""Mercury""]},{""component_p"":0.001880095573142171,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
440,0456-01-18T12:00:00Z,0456-02-26T12:00:00Z,40,0456-02-02T12:00:00Z,0,1,2,1.7839317321777344,"[{""component_p"":0.00035547459265217185,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]},{""component_p"":0.004626575857400894,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f14_2000_mar10""],""module_ids"":[""m056""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
441,1011-04-30T12:00:00Z,1011-05-04T12:00:00Z,5,1011-05-02T12:00:00Z,0,1,2,1.7811135053634644,"[{""component_p"":0.0003392552025616169,""best_module_id"":""m005"",""best_module_label"":""Mercury\u2013Saturn near-diameter"",""families"":[""f02_2026_sep17""],""module_ids"":[""m005""],""bodies"":[""Mercury"",""Saturn""]},{""component_p"":0.004879327956587076,""best_module_id"":""m014"",""best_module_label"":""Pluto-centered six-body directed hinge"",""families"":[""f05_2021_sep11""],""module_ids"":[""m014""],""bodies"":[""Mars"",""Pluto"",""Saturn"",""Jupiter"",""Neptune"",""Uranus""]}]"
442,0622-07-02T12:00:00Z,0622-07-03T12:00:00Z,2,0622-07-03T12:00:00Z,0,1,2,1.7771581411361694,"[{""component_p"":0.00040548431570641696,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00411972077563405,""best_module_id"":""m045"",""best_module_label"":""Jupiter\u2013Pluto\u2013Mercury\u2013Mars ladder"",""families"":[""f12_1929_oct24""],""module_ids"":[""m045""],""bodies"":[""Jupiter"",""Pluto"",""Mercury"",""Mars""]}]"
443,0411-05-25T12:00:00Z,0411-06-18T12:00:00Z,25,0411-05-29T12:00:00Z,0,1,2,1.7768278121948242,"[{""component_p"":0.00021085183834657073,""best_module_id"":""m061"",""best_module_label"":""Apr 5 Saturn\u2013Neptune double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m061""],""bodies"":[""Saturn"",""Neptune""]},{""component_p"":0.007928569801151752,""best_module_id"":""m030"",""best_module_label"":""Pluto\u2013Neptune/Mercury\u2013Mars 0/30/60 core"",""families"":[""f09_1914_jun28""],""module_ids"":[""m030""],""bodies"":[""Pluto"",""Neptune"",""Mercury"",""Mars""]}]"
444,1630-05-07T12:00:00Z,1630-05-18T12:00:00Z,12,1630-05-13T12:00:00Z,0,1,2,1.7754687070846558,"[{""component_p"":0.00023247767239809036,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]},{""component_p"":0.0072135659866034985,""best_module_id"":""m009"",""best_module_label"":""Neptune\u2013Saturn double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m009""],""bodies"":[""Neptune"",""Saturn""]}]"
445,1268-06-24T12:00:00Z,1268-06-27T12:00:00Z,4,1268-06-25T12:00:00Z,0,1,2,1.7720643281936646,"[{""component_p"":0.00022031314438208938,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.007671763189136982,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f16_2020_mar11""],""module_ids"":[""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]}]"
446,0453-01-09T12:00:00Z,0453-02-15T12:00:00Z,38,0453-01-28T12:00:00Z,0,1,2,1.7702444791793823,"[{""component_p"":0.000733926601242274,""best_module_id"":""m049"",""best_module_label"":""Mars\u2013Venus\u2013Uranus 60/120/180 gate"",""families"":[""f13_1947_nov29""],""module_ids"":[""m049""],""bodies"":[""Mars"",""Venus"",""Uranus""]},{""component_p"":0.0023126122541725636,""best_module_id"":""m055"",""best_module_label"":""Neptune\u2013Mars\u2013Jupiter\u2013Saturn 75/90/97.5 rail"",""families"":[""f14_2000_mar10""],""module_ids"":[""m055""],""bodies"":[""Neptune"",""Mars"",""Jupiter"",""Saturn""]}]"
447,0496-04-09T12:00:00Z,0496-04-15T12:00:00Z,7,0496-04-11T12:00:00Z,0,1,2,1.7626819610595703,"[{""component_p"":0.00032033261959441006,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]},{""component_p"":0.00539158983156085,""best_module_id"":""m066"",""best_module_label"":""May 28 Venus equidistant Jupiter/Uranus"",""families"":[""f15_1918_spring""],""module_ids"":[""m066""],""bodies"":[""Venus"",""Jupiter"",""Uranus""]}]"
448,1497-10-29T12:00:00Z,1497-11-11T12:00:00Z,14,1497-11-05T12:00:00Z,0,1,2,1.7620980739593506,"[{""component_p"":0.0004419778997544199,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.00391292356653139,""best_module_id"":""m056"",""best_module_label"":""Pluto\u2013Neptune\u2013Saturn 52.5+97.5=150 closure"",""families"":[""f07_2008_sep15"",""f14_2000_mar10"",""f15_1918_spring""],""module_ids"":[""m022"",""m056"",""m062"",""m064"",""m065""],""bodies"":[""Pluto"",""Neptune"",""Saturn""]}]"
449,1080-08-20T12:00:00Z,1080-08-29T12:00:00Z,10,1080-08-27T12:00:00Z,0,1,2,1.761372447013855,"[{""component_p"":0.0002649164234753698,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.006539110094308853,""best_module_id"":""m062"",""best_module_label"":""Apr 17 Mercury\u2013Jupiter\u2013Venus 30/60/90"",""families"":[""f15_1918_spring""],""module_ids"":[""m062""],""bodies"":[""Mercury"",""Jupiter"",""Venus""]}]"
450,1954-05-30T12:00:00Z,1954-06-08T12:00:00Z,10,1954-06-01T12:00:00Z,0,1,2,1.7584147453308105,"[{""component_p"":0.0001770614762790501,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.00985056534409523,""best_module_id"":""m065"",""best_module_label"":""May 22 dual-triad six-body assembly"",""families"":[""f15_1918_spring""],""module_ids"":[""m065""],""bodies"":[""Mercury"",""Pluto"",""Neptune"",""Venus"",""Jupiter"",""Mars""]}]"
451,0106-09-12T12:00:00Z,0106-09-12T12:00:00Z,1,0106-09-12T12:00:00Z,0,1,2,1.7539516687393188,"[{""component_p"":0.0003000583965331316,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.005872764624655247,""best_module_id"":""m008"",""best_module_label"":""Mercury\u2013Venus double node"",""families"":[""f03_2026_feb28""],""module_ids"":[""m008""],""bodies"":[""Mercury"",""Venus""]}]"
452,1516-08-27T12:00:00Z,1516-09-10T12:00:00Z,15,1516-09-06T12:00:00Z,0,1,2,1.7529622316360474,"[{""component_p"":0.0002297744358656928,""best_module_id"":""m032"",""best_module_label"":""Jupiter\u2013Saturn 120 channel"",""families"":[""f09_1914_jun28""],""module_ids"":[""m032""],""bodies"":[""Jupiter"",""Saturn""]},{""component_p"":0.0076866308227181435,""best_module_id"":""m004"",""best_module_label"":""Venus across Uranus\u2013Neptune\u2013Pluto scaffold"",""families"":[""f02_2026_sep17""],""module_ids"":[""m004""],""bodies"":[""Venus"",""Uranus"",""Neptune"",""Pluto""]}]"
453,1882-08-01T12:00:00Z,1882-08-03T12:00:00Z,3,1882-08-02T12:00:00Z,0,1,2,1.7506120204925537,"[{""component_p"":0.00025140028446912766,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.0070635369047522545,""best_module_id"":""m026"",""best_module_label"":""Pluto\u2013Mercury\u2013Uranus 60+60=120"",""families"":[""f08_1775_apr19""],""module_ids"":[""m026""],""bodies"":[""Pluto"",""Mercury"",""Uranus""]}]"
454,1301-09-14T12:00:00Z,1301-10-03T12:00:00Z,20,1301-09-24T12:00:00Z,0,1,2,1.7468335628509521,"[{""component_p"":0.0004190004547126591,""best_module_id"":""m069"",""best_module_label"":""Saturn\u2013Mercury\u2013Neptune 30/20/50 rail"",""families"":[""f10_1978_dec11"",""f16_2020_mar11""],""module_ids"":[""m037"",""m069""],""bodies"":[""Saturn"",""Mercury"",""Neptune""]},{""component_p"":0.004275156185030937,""best_module_id"":""m010"",""best_module_label"":""Venus\u2013Mars\u2013Pluto 60/90/150 triad"",""families"":[""f04_2023_oct07""],""module_ids"":[""m010""],""bodies"":[""Venus"",""Mars"",""Pluto""]}]"
455,0707-07-22T12:00:00Z,0707-07-24T12:00:00Z,3,0707-07-23T12:00:00Z,0,1,2,1.7445372343063354,"[{""component_p"":0.0008163750753737986,""best_module_id"":""m035"",""best_module_label"":""Jupiter\u2013Saturn\u2013Pluto midpoint"",""families"":[""f10_1978_dec11""],""module_ids"":[""m035""],""bodies"":[""Jupiter"",""Saturn"",""Pluto""]},{""component_p"":0.002205834724009037,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]}]"
456,1557-10-12T12:00:00Z,1557-10-14T12:00:00Z,3,1557-10-13T12:00:00Z,0,1,2,1.7396297454833984,"[{""component_p"":0.0007879911572672427,""best_module_id"":""m060"",""best_module_label"":""Apr 5 Venus\u2013Uranus double node"",""families"":[""f15_1918_spring""],""module_ids"":[""m060""],""bodies"":[""Venus"",""Uranus""]},{""component_p"":0.002311260672286153,""best_module_id"":""m039"",""best_module_label"":""Saturn opposite Mercury/Venus fork"",""families"":[""f11_1913_dec23""],""module_ids"":[""m039""],""bodies"":[""Saturn"",""Mercury"",""Venus""]}]"
